date,registration,fatalities,summary,all_aboard,cat,location,Country,Cleaned Country
1988-12-11,cccp86732,77,A midair collision occurred between a soviet transport on an earthquake relief mission and a military Mi-8 helicopter.  As the transport approached for a landing in the darkness it struck the helicocopter.  Seventy-seven of 78 aboard the transport were killed. All five aboard the Mi-8 survived. The crew had used an incorrect altimeter setting.,83,A1,near Leninakan Airpor...,near Leninakan Airpor...,near Leninakan Airpor...
1989-01-08,gobme,47,"While en route and climbing through FL 280, a vibration was felt and the smell of smoke was detected.  A fan blade on the No. 1 engine detached and caused a compressor stall and vibration of the aircraft. The crew throttled back the No. 2 engine and the vibration stopped. Soon after it was decided to shut down the No. 2 engine. While attempting to land, power was lost in the No. 1 engine, the aircraft stalled and crashed into trees 3,000 ft. short of the runway. The crew mistakenly shut down the wrong engine, lost power in the disabled engine and was unable to maintain flight in the final approach.",126,A1,near Kegworth,near Kegworth,near Kegworth
1989-01-31,637990,19,Crashed in flames after taking off from Dyess Air Force Base. Failure of the water injection system during takeoff.,19,A1,Abilene-Dyess AF...,Abilene-Dyess AF...,Abilene-Dyess AF...
1989-02-03,xyaek,26,The aircraft entered a fog bank after taking off from Rangoon and hit a tree and caught fire.,29,A1,near Yangon-Mingalado...,near Yangon-Mingalado...,near Yangon-Mingalado...
1989-02-06,fgeje,3,After a second takeoff attempt the cargo plane banked to the right until it crashed into the water.,3,A1,Marseille-Proven...,Marseille-Proven...,Marseille-Proven...
1989-02-08,n7231t,144,"The airliner hit a mountain while attempting to land at Santa Maria. The crew mistakenly continued to descend through 3,000 ft. which it was cleared to. Because of a overlap in communications, the tower did not notice the mistake. The aircraft continued to descend and did not comment or react to warnings from the GPSW for 7 seconds. The aircraft then hit Pico Alto mountain at an altitude of 2,000 ft.  Procedural errors by the flight crew and ATC. Descent of the aircraft below minimum sector altitude. Transmission from the tower of a QNH value higher than the actual value.",144,A1,near Santa Maria-Vila...,near Santa Maria-Vila...,near Santa Maria-Vila...
1989-02-19,n807ft,4,"The cargo plane descended below minimums and impacted trees and a hill. Non-standard phraseology used by Kuala Lumpur ATC, causing the crew to misinterpret the instructions.",4,A1,near Kuala Lumpur Sub...,near Kuala Lumpur Sub...,near Kuala Lumpur Sub...
1989-02-24,n4713u,9,"After leaving Honolulu, on a flight from Los Angeles to Sydney, Australia, the loss of an improperly latched forward lower lobe cargo door resulted in explosive decompression and loss of power in the No. 3 and 4 engines. Nine passengers were sucked out of the plane and lost at sea. The plane landed safely. The cargo door opening was attributed to a faulty switch or wiring in the door control system which permitted electrical actuation of the door latches towards the unlatched position after initial door closure and before takeoff. As a failsafe, the latches should have been blocked from moving by a mechanism called a ""locking sector"" (one on each latch), engaged manually by a lever after the door is closed.  However, the locking sectors as designed were not strong enough and could be overcome by the motors which was a design flaw right from the introduction of the747.  This was finally recognized as serious, after a non-fatal failure in 1987, but installing stronger locking sectors required taking each plane out of service 10 hours, and the FAA had allowed airlines 18 months so they could do it during other maintenance procedures.",356,A2,near Hawaii,near Hawaii,near Hawaii
1989-02-28,cfbzn,2,The cargo plane crashed after its initial climb. Icing.,2,A1,near La Grande-LG-4 a...,near La Grande-LG-4 a...,near La Grande-LG-4 a...
1989-03-10,obt1271,10,Crashed after striking radio tower while on approach.,10,A1,Lima,Lima,Lima
1989-03-10,cfonf,24,"While flying from Thunder Bay, Ontario to Winnipeg, Manitoba, the plane crashed on take-off from Dryden, Ontario. The aircraft failed to gain altitude, settled back down on the runway and then took off for a second time clipping the tops of  trees, causing debris to clog the engines leading to the plane crashing. The aircraft was being refueled with one engine running because of an unserviceable APU. Since no external power unit was available at the airport the engine could not be shut down and deicing could not be performed. The captain's decision to take off  in deteriorating weather conditions with an accumulation of snow and ice on the wings.  Decision not to de-ice the plane before taking off. The failure of the Canadian air transport system in placing the crew in a situation where they did not have the resources to make a proper decision.",69,A1,Dryden Municipal...,Dryden Municipal...,Dryden Municipal...
1989-03-15,n128mp,2,"While landing the cargo plane pitched down and crashed short of the runway. A loss of control due to the improper in-flight decisions by the crew and the undetected accumulation of ice on the leading edge of the horizontal stabilizer, during flight in a forward centre of gravity condition and exacerbated by the extension of full landing flaps.",2,A1,Lafayette-Purdue...,Lafayette-Purdue...,Lafayette-Purdue...
1989-03-18,n931f,2,"The loss of control of the airplane for undetermined reasons following the in-flight opening of the improperly latched cargo door. Contributing to the accident were inadequate procedures used by Evergreen Airlines and approved by the FAA for pre-flight verification of external cargo door lock pin manual control handle, and the failure of McDonnell Douglas to provide flight crew guidance and emergency procedures for an in-flight opening of the cargo door. Also contributing to the accident was the failure of the FAA to mandate modification to the door-open warning system for DC-9 cargo-configured airplanes, given the previously known occurrences of in-flight door openings.",2,A1,"near Saginaw, TX",TX,TX
1989-04-10,fggdm,22,"After being cleared on a heading for Valence, the aircraft continued on its current heading until it struck a mountain at 4,100 feet. Crew error. Navigational error. Controlled flight into terrain.",22,A1,L̩oncel,L̩oncel,L̩oncel
1989-05-05,xajpe,6,Crashed after the pilot radioed he was making an emergency landing with engine problems.,19,A1,near Playa del Carmen...,near Playa del Carmen...,near Playa del Carmen...
1989-05-08,seizo,16,"While on approach the plane pitched up, went into a steep dive and crashed short of the runway. Aircraft improperly loaded causing a shift in the center of gravity.",16,A1,near Oskarshamn Airpo...,near Oskarshamn Airpo...,near Oskarshamn Airpo...
1989-06-07,n1809e,176,"The aircraft hit a tree and crashed during a third landing attempt in fog. The crew descended below the published minimum altitude. Despite concerns about possible landing equipment failures the crew was determined to make a landing and not divert to another airport as they were running out of fuel. They could not get an ILS signal and ignored a Ground Proximity Warning System alarm 60 seconds prior to the crash by turning it off 10 seconds after it started its warning. About 20 members from the Dutch soccer team ""Colorful 11"" from Surinam were killed.",187,A1,near Paramaribo-Zande...,near Paramaribo-Zande...,near Paramaribo-Zande...
1989-06-11,hk2486,6,Crashed into a mountain.,22,A1,Vereda el Salitre,Vereda el Salitre,Vereda el Salitre
1989-06-18,yabak,6,A ramp door opened in flight causing loss of control of the aircraft. The plane crashed into a hill.,39,A1,Zabol Airport (ACZ),Zabol Airport (ACZ),Zabol Airport (ACZ)
1989-06-28,tjccf,3,"The plane landed short of the runway on the third landing attempt, overran the runway and collided with an embankment.",47,A1,Yaound̩-Ville A...,Yaound̩-Ville A...,Yaound̩-Ville A...
1989-06-28,6osaz,30,Crashed after takeoff.  Shot down by a surface-to-air missile.,30,A1,near Hargeisa,near Hargeisa,near Hargeisa
1989-06-29,n125ca,2,"Unable to gain altitude the positioning flight struck powerlines and crashed. Failure of the pilot-in-command  to assure that the aircraft maintained a climb profile after takeoff. Factors related to the accident were: dark night, the crew's lack of visual perception at night, the PIC's lack of rest (fatigue) and the copilot's failure to attain remedial action.",2,A1,near Cartersville Air...,near Cartersville Air...,near Cartersville Air...
1989-07-19,cccp26685,10,Crashed into costal cliffs while on an ice observation flight.,10,A1,??Cape Kibera,??Cape Kibera,??Cape Kibera
1989-07-21,p2rdw,3,Crashed into jungle shortly after taking off.,22,A1,Porgera Airport ...,Porgera Airport ...,Porgera Airport ...
1989-07-31,zkftb,3,The cargo lost altitude shortly after lifting off and crashed and broke up in  Manukau Harbor. The training captain's failure to monitor the aircraft's climb flight path during the critical stage of the climb after take-off.,3,A1,Auckland Interna...,Auckland Interna...,Auckland Interna...
1989-08-03,sxbge,34,Crashed into Mt. Kerkis in poor weather after deviating from course on approach. The crew was flying VFR in IFR conditons. The aircraft was named Isle of Minos.,34,A1,near Samos Airport (SMI),near Samos Airport (SMI),near Samos Airport (SMI)
1989-08-07,etail,16,"The aircraft took off from Addis Ababa to see how much food was reaching the famine-stricken area of western Ethiopia.  The plane crashed into a mountain in poor weather conditons at an altitude of  3,600 feet.  The crew flew into an area of bad weather at a very low altitude and failed to maintain visual contact with the ground.  U.S. Representative George Thomas ""Mickey"" Leland, 45, killed.",16,A1,Gambella,Gambella,Gambella
1989-08-08,zkevk,10,Crashed into the face of a mountain. Undetermined.,10,A1,Upper Dart Valley,Upper Dart Valley,Upper Dart Valley
1989-08-15,b3417,34,Lost power and crashed into a river shortly after taking off from Shanghai.,40,A1,near Shanghai-Hongqia...,near Shanghai-Hongqia...,near Shanghai-Hongqia...
1989-08-25,apbbf,54,Crashed into Himalaya Mountains en route from Gilgit to Islamabad.,54,A1,Himalaya Mountains,Himalaya Mountains,Himalaya Mountains
1989-09-08,lnpaa,55,"The aircraft crashed into the sea after an in-flight breakup. Severe vibration caused by worn bolts causing the rudder to jam and the tail to collapse. Bolts used to attach the fin to the fuselage were found to be counterfeit and wore much faster that genuine bolts.  Official PC: The accident was caused by loss of control due to the destruction of primary control surfaces in the tail section, which, in turn, was caused by aeroelastic oscillations initiated by abnormal clearances in the vertical stabilizer attachments to the fuselage structure.The condition of the attachments was a result of excessive wear in pins and sleeves used in this structural joint. The pins and sleeves were of an inferior quality and did not satisfy specified values for hardness and tensile strength. They had also been installed and inspected using sub-standard maintenance procedures. Undamped oscillations in the elevator contributed to the structural failure of the empennage.""",55,A1,near Hirtshals [Skage...,near Hirtshals [Skage...,near Hirtshals [Skage...
